LOC100693400	LG8_24:5686064-5688370
LOC100705891	UNK30:1081417-1088602
LOC100694919	LG20:13066649-13073924
LOC100705482	LG4:28289408-28298688
LOC100706903	LG5:16541364-16544882
LOC100701158	LG20:9085147-9096772
LOC100694036	LG13:14139399-14141412
LOC100704512	LG13:30021935-30025886
LOC100705325	LG12:21656761-21677614
LOC100706291	LG8_24:26249582-26253551
LOC100698978	LG6:718735-733288
LOC100711040	LG18:19796508-19821349
LOC100699064	LG17:4389608-4402616
map3k15	LG9:17900147-17930533
LOC100692745	LG7:36514617-36523566
LOC100691481	LG6:33084440-33091162
LOC100690007	LG4:8603542-8613701
LOC100712351	LG5:19447965-19450646
LOC100706423	UNK40:83042-102863
LOC102078181	LG16_21:15808791-15809914
LOC102078502	LG5:13720873-13721546
LOC100712514	LG13:3181667-3187935
LOC100697493	LG15:26136656-26142770
LOC100697812	LG11:739656-744020
LOC100695547	LG4:19406542-19409897
LOC100695969	LG7:50518110-50539651
LOC100699388	LG7:48462222-48468396
LOC100690559	LG15:7629557-7633371
LOC100703676	UNK205:114341-124958
LOC100690547	LG7:21897066-21905462
LOC100711258	UNK249:240622-250884
LOC100701887	LG9:11861997-11865522
LOC100700686	UNK66:332446-337769
LOC100692307	LG18:6478619-6500343
LOC100696981	LG1:7333512-7338316
LOC100694343	UNK5:196242-201075
LOC102082344	UNK263:4320-6230
LOC100707154	UNK942:5621-9029
LOC100699062	LG7:10829100-10833832
LOC100703329	LG4:9786305-9800166
LOC102079990	LG23:6304369-6306735
LOC102082940,LOC100696057,LOC102082811	LG20:8600477-8641286
LOC100709669	LG9:13917268-13919768
LOC100696490	UNK64:853092-855062
LOC102080075	UNK668:11200-12794
LOC100694155	LG6:30858121-30860476
LOC100707936	LG5:36457012-36472868
LOC100711953	LG10:16560148-16586960
LOC100701173	LG4:22507496-22508768
LOC102082561	UNK248:217796-219375
LOC100702804	LG1:4983377-4987342
LOC102077964	UNK65:281105-290893
LOC100691206,LOC102083015	LG22:9263365-9284294
LOC100708825	LG14:21126753-21132043
LOC100708422	LG2:7131293-7139449
LOC102080726	LG17:29048038-29052458
LOC100699645	LG4:20408291-20429886
LOC100692272	LG8_24:22342842-22386037
LOC100702486	LG7:11221262-11242296
LOC100710120	LG23:17211154-17266114
LOC100708948	UNK325:33463-106918
LOC100707747	LG12:24683258-24686618
dlat	LG10:10845694-10853968
LOC100709384	LG18:11658510-11668721
LOC100698426	UNK12:1925449-1934002
LOC100691607	LG13:13991051-13999414
LOC102080432,LOC100695236	LG12:17219828-17255808
LOC100703494	LG18:11828853-11839997
LOC100696470	LG11:658374-676065
LOC100703621,LOC100694422	LG19:18676358-18692723
LOC102078112	UNK279:199747-200472
LOC100709178	LG6:24214873-24226349
LOC100691977	LG7:37447639-37452771
LOC100692726	LG14:25381863-25431270
LOC100691748	LG6:32847595-32852462
LOC100711606	LG23:1034733-1037245
gcc1	LG17:11824231-11827493
LOC100711209	LG5:26091749-26095289
LOC100700406	UNK18:650782-656725
LOC100697117	UNK258:97787-118886
LOC100693072	LG1:8670692-8676386
LOC100697231	LG5:18127193-18132443
LOC102080537	UNK148:303410-305246
LOC102077529	LG4:25860833-25866552
ascc2,LOC100697943,LOC100698215	LG12:31672207-31712817
LOC100711292	LG2:16900983-16996863
LOC100709342	LG18:20834458-20841053
LOC102080572	UNK106:1420-2575
LOC100700993	LG4:6962550-6974281
LOC100691927	UNK8:1900251-1908802
LOC100696059	LG9:15693833-15703169
LOC100712370	LG12:9854087-9855711
LOC100705710	LG1:17487372-17501745
LOC102077149	LG1:10571612-10577323
LOC100694024	LG8_24:10747563-10795256
LOC100691754	LG6:35014347-35015974
LOC100690622	LG20:12645115-12649900
LOC100699020	LG2:14933659-14935852
snx9	LG15:16411858-16428128
LOC102079540	UNK113:36-1230
LOC100701533	LG5:17610543-17613026
LOC100705944	LG15:5630293-5633678
vav3	LG18:18494185-18545488
LOC100691814	LG17:15928186-15945408
LOC100690628	LG23:15893493-15933804
LOC100697001	LG11:18960564-18964716
LOC100700428	UNK135:38800-39215
LOC102082871	UNK241:245998-247140
LOC102081731	LG5:35885623-35932401
LOC100702956	UNK243:113630-126555
LOC100703317	LG20:9309162-9319668
LOC100704823	UNK26:1233751-1240973
LOC100691072	LG14:10254675-10258281
LOC102077493,LOC100693226	LG7:38370043-38395535
LOC100698209	LG11:31650548-31664517
LOC100695827	LG12:30940656-30954940
LOC100705722	LG18:4687835-4694110
LOC100709968	LG17:22552874-22562291
rps12	LG15:18431174-18434089
LOC100698433	LG16_21:9210658-9222147
LOC100707086	LG5:3401844-3468127
LOC102079713	UNK42:381927-385718
LOC100705756	LG19:13492818-13509301
LOC100711050	LG17:26580611-26613333
LOC100708408	UNK1452:3682-5231
LOC102081539	LG5:32628560-32713813
LOC102080091	LG19:199585-201170
LOC100699992	LG14:23023603-23025888
LOC102081845,LOC100704830	LG14:32166082-32174788
sos1	UNK277:41463-66903
LOC100692829	LG1:15909659-15915242
LOC102080621,LOC100704020	LG16_21:1020770-1043449
LOC100699695	LG6:11107240-11138588
LOC100690589,LOC102076776	UNK12:1934893-1944979
usp24	LG23:13314076-13346519
LOC100692009,LOC100692279	LG11:30483939-30489956
LOC100708771	LG23:13854121-13858702
tbc1d17	LG4:23113339-23123048
LOC100701831	LG12:4521990-4546957
LOC100698108	LG18:13261840-13263308
LOC102081301,mast1	LG4:8842028-8893903
LOC100707486	UNK37:1035114-1036616
LOC100711694	UNK50:808542-852527
LOC102080838	UNK59:797707-808535
LOC100692812	LG8_24:22320743-22326752
LOC100711046	LG3:9648275-9659484
LOC102077151	LG4:22446119-22457523
LOC100702107	UNK4:1434624-1451212
LOC100698862	LG17:12205509-12212137
LOC100697535	LG14:17112373-17126589
LOC100699884	LG18:8852928-8859488
LOC100711482	LG5:26144855-26157466
LOC100691831	LG14:525208-526730
LOC102076278	LG22:17928519-17937144
LOC100693402	LG20:8228304-8236135
LOC102082758,LOC100707071	LG5:13255137-13281762
LOC100710396	LG13:31933799-31967464
LOC102077255	UNK3165:373-1546
LOC100700933,LOC100701209	LG4:1128470-1140388
LOC100711014	LG5:19581840-19586804
LOC100708961	LG4:20876396-20916482
LOC102079025	UNK2776:50-2038
LOC100698330	LG22:23473681-23476219
LOC100701217	LG20:15609432-15610879
LOC100689927	LG2:12246778-12248818
LOC100703286	LG6:13164703-13173227
LOC102077736	LG11:24335413-24336540
LOC100691703	LG23:15658329-15660206
myo16	LG16_21:13716185-13800010
LOC102077919	UNK3785:6-1456
LOC102076315	UNK171:369805-371151
LOC100694805	LG6:27028646-27040253
LOC102082488	UNK111:42933-43848
LOC100705310	LG1:13667623-13671298
LOC100705298	UNK3026:240-1839
LOC102078602,LOC102078684	LG11:24763265-24790217
LOC100702020	UNK6:44529-58518
LOC102081201	LG7:4410306-4432344
LOC100704762,LOC102080748	LG23:13930244-13947445
LOC100711761	LG14:4178189-4191454
LOC100702395	LG6:11688582-11702691
LOC100711549	LG5:19503948-19511516
LOC100710578	LG19:16048514-16052798
arhgap24	LG7:16482221-16555072
LOC100700781	LG18:3770153-3774076
LOC100693574	LG14:33590269-33596005
LOC100690854	LG1:221652-231878
LOC102077591	UNK1973:458-3362
LOC102076964	UNK6:2146522-2148840
LOC100696970	LG4:6930491-6938873
LOC100689750	LG12:10096365-10101877
LOC100692207	UNK19:1113583-1120600
LOC100703859	UNK276:170132-174734
LOC100707362	LG6:32610102-32619382
LOC100697533,LOC100697804	LG11:22854923-22866564
LOC100696082	LG9:11171090-11173951
LOC100701724	LG2:18174831-18180338
LOC100707149	LG8_24:2895069-3244554
LOC100689713	LG20:12602811-12624899
LOC100534558	LG7:49772842-49779070
LOC100700481	LG14:31647314-31704931
LOC100695992	LG8_24:19661767-19683701
LOC100692260	LG4:12942466-12943893
LOC100700629,LOC100711997	LG4:17932788-18008501
LOC100697797	LG17:12411502-12415218
LOC100707858	UNK128:11493-14300
fuk	LG7:749416-764366
LOC100704252	LG5:1735645-1741084
LOC100700340	UNK376:68567-85224
sept6	LG2:12221021-12239833
LOC100693165	LG10:9096938-9098124
LOC100698736	LG1:15708268-15716846
LOC102078377,LOC100694521	LG7:15386073-15427280
LOC102077340	LG3:6050392-6054843
LOC100534567	LG7:43192171-43200374
LOC100704537	LG9:4319067-4322615
LOC100690451	LG5:9052875-9057067
LOC100699314,LOC100701570	LG11:17017182-17047252
LOC100697179,LOC100697446	UNK13:568803-576900
LOC100710402	LG20:2486581-2500268
LOC100697879	LG6:30426027-30429885
LOC102077464	LG13:16534014-16576228
LOC102080862	UNK55:316561-336045
LOC100696910	LG4:641437-648600
LOC100691517	UNK1:2323011-2335920
LOC100712483	LG23:11143180-11154007
LOC100702144	LG1:18653553-18658102
LOC102081197	LG18:24633135-24640603
LOC100705210	LG13:15655021-15666875
LOC100689806,riok1	LG18:26150766-26171397
LOC102077142,LOC100712067	UNK252:129124-166013
LOC100699280	LG19:8560397-8564355
LOC100696491	LG14:2959675-2968924
LOC102079092	LG4:6385486-6389056
LOC100702497	UNK113:427449-429534
LOC102078887	LG23:6217933-6220675
LOC100691190	LG19:21770850-21795864
LOC100711234	LG2:20206083-20212021
LOC100710809	LG22:24708848-24713333
LOC100699984	LG20:13774399-13792621
LOC100704542	LG13:19154904-19157560
LOC100691477	LG19:2029268-2062688
LOC100695816	LG1:10417041-10420643
LOC100711468	LG16_21:20116533-20123972
LOC102079133	UNK47:960069-982941
LOC100692811	LG8_24:24313238-24331749
LOC100707716	LG16_21:19012001-19031611
LOC100710403	LG10:10836136-10842643
LOC100699468	LG13:28505476-28509648
LOC100702503	UNK176:241113-244532
LOC100711112	LG15:3457511-3460564
LOC100701211	UNK14:114601-119462
LOC100705949,LOC100706218	LG20:25376985-25437681
LOC100705137,LOC102080885	LG11:33328490-33365360
LOC100711649	LG20:26693100-26701380
LOC102075502	LG23:3483473-3499299
LOC100709075	LG20:25602613-25605629
LOC100704365	LG6:13296118-13339181
LOC102075788	LG8_24:14489119-14491919
LOC100708822	LG6:25832328-25839743
LOC100710379	UNK991:58-9390
LOC100707349	LG7:21766714-21810622
dlgap1	LG9:12686631-12782018
LOC100704560	UNK40:845083-856072
LOC100710700	LG7:11564920-11569571
pklr	LG11:15713107-15732112
LOC102079393,LOC100703235	UNK503:10579-24007
LOC102079017	UNK305:202210-203770
LOC100698454	UNK308:149195-156415
LOC100705074,LOC100695143	LG14:31012937-31025811
LOC102075648	LG10:7186632-7191767
LOC100706708	UNK206:44443-47385
LOC100704686	LG16_21:22530816-22549324
LOC100710789	LG7:16373617-16381670
LOC102076333	UNK60:73984-75002
LOC100699602	UNK19:1262751-1266539
LOC100707507	UNK279:121270-133545
LOC100700314	LG16_21:8535685-8556210
LOC100691854	LG16_21:34529130-34549469
LOC102076702	LG15:5666033-5670224
LOC100695087	UNK121:538253-540451
LOC100699418	LG6:5378036-5381607
LOC100698737	LG1:9577420-9682813
LOC102079647,LOC100704951	LG16_21:31168255-31180439
LOC102076432	LG3:2537377-2544264
LOC100697548	LG14:19671260-19798911
LOC100708037	UNK136:146906-177104
LOC102078036	LG7:18240111-18243215
fermt1	LG15:22517064-22527437
LOC102076089	UNK3617:0-1141
tnni3k	LG23:18573083-18585828
LOC100694021	LG11:2741660-2744721
LOC100699775	UNK20:820057-830150
LOC100689782	LG16_21:14212847-14216405
LOC102078670	LG9:18184920-18190930
LOC100700548,LOC100697136,LOC100697406,LOC100696871	LG5:9910037-9953508
LOC100706953	UNK21:956281-976555
LOC100690476	LG14:4381205-4390217
LOC102077073	UNK67:637245-657552
LOC102076157	LG6:11970966-11972366
LOC100690135	LG11:5755328-5759912
rps6ka2	LG1:15042740-15061561
LOC100695777	UNK32:496622-503008
LOC102075809	UNK1:1335556-1346205
LOC100712576	LG2:20028944-20033005
LOC100705113	UNK126:86854-130034
spg20	LG14:25305632-25313693
LOC100708256	LG2:10414010-10417201
LOC102077974	UNK178:16409-17230
LOC102079650	UNK3873:6-1437
LOC102081836	UNK748:14587-15945
LOC102079770	LG8_24:28841309-28844797
LOC100696530,LOC100702896,LOC100695923	LG20:4322915-4339995
LOC100702472	LG7:15192579-15197997
LOC102077241	LG20:11280311-11287235
LOC100697490	LG7:34791731-34800467
LOC102075770,LOC100703456	LG23:10930566-10949132
LOC100704879,LOC100705148	LG2:23584985-23589377
prc1	UNK50:418047-433717
LOC100711425	LG3:4488974-4502861
LOC100696560	UNK20:457786-473301
LOC100702979	LG11:31903854-31946340
LOC100702760	UNK32:980401-989166
tgfbi	LG2:4058799-4079724
LOC102080376	UNK53:1051108-1051537
LOC100695638	LG14:9595180-9600949
LOC100704793	LG10:11148735-11156738
LOC100700853	LG19:1257259-1275949
LOC100699481	LG2:1310970-1338450
LOC100696451	LG7:49668383-49669115
LOC100703930	UNK66:548664-563191
LOC102075756	LG8_24:26353424-26379182
LOC100697146	LG2:15924301-15927657
dennd2c	LG20:22614955-22627326
LOC100706905	LG4:19246091-19252194
LOC100706833	LG14:7363481-7380363
LOC100692601	LG5:18937868-18952960
LOC100711687	LG14:23976233-24235029
LOC100691290	LG8_24:27324157-27326605
LOC100703019	LG7:24397433-24416138
LOC100709198	UNK16:2009039-2021600
dhx40	LG14:11872335-11878943
LOC102082020	LG16_21:23368677-23369090
LOC102078060	LG6:32479409-32503245
LOC100709441	LG3:11004144-11029975
LOC100711730	LG5:12536798-12548220
LOC100691025	LG8_24:27306805-27317127
LOC100697194	UNK26:385239-390613
LOC100707379	LG13:10438297-10449834
LOC102076891	UNK186:155402-157552
LOC100697128	LG13:17654813-17670260
LOC102078729	LG5:32128729-32132747
LOC100700447	LG13:12094851-12101440
LOC100696431	LG5:18266459-18284227
LOC100690779	LG23:2778948-2787075
LOC100705475	LG23:13858770-13861230
LOC100706552	LG16_21:17097543-17099446
LOC100700505	LG6:28907339-28922998
LOC102078438,LOC102078505	LG11:22766244-22793359
LOC100705723	UNK148:266812-270906
LOC102077293	LG17:5210954-5233983
LOC100708180	UNK6:1671298-1678354
LOC100709581	LG23:13236592-13237899
LOC102076336	UNK109:134095-137477
LOC100690330	LG17:3524355-3534449
LOC100704449	LG4:1665009-1678320
LOC100701346	LG14:23235168-23237542
LOC100694135	LG4:7482060-7490758
LOC100693172	UNK4:2692586-2704690
LOC100709981	LG18:19909781-19932235
LOC102079147	LG13:29956655-29957579
LOC102076303	LG18:4129748-4135779
LOC100690317	LG13:19148341-19154433
LOC100693337	LG23:7847201-7872765
LOC100692310	LG13:4125310-4464672
LOC100691389	UNK8:1881514-1888619
LOC102079611	LG11:7466896-7489105
LOC100695002	LG7:7783232-7791695
LOC100697367	LG14:19142468-19145163
LOC100705914	LG20:11317024-11381052
LOC102079709	LG14:28933331-28934458
LOC100712090	LG4:23127814-23129785
LOC102078392	UNK178:191406-193716
LOC100692193	LG11:17576719-17589501
abcd2	LG17:28752899-28773103
LOC102080427	LG14:25372735-25374243
LOC100702635	LG6:32552752-32558689
LOC100707953	LG14:28059764-28067312
LOC102077946	UNK4:2406849-2423259
LOC100709192	LG3:5491331-5506137
LOC100690158	UNK143:39574-45558
LOC100700939	LG4:3327085-3332792
LOC100699006	LG4:18520770-18531418
LOC100698702	UNK30:1152214-1170289
LOC100709259	UNK6:1743409-1746886
LOC102082202	LG4:24828587-24840714
LOC100700489	LG12:23366514-23376173
LOC102075853	LG17:2980360-3017546
LOC100695447	UNK160:147201-153641
grm8	UNK66:292799-328278
LOC100709808	LG19:3534029-3550878
LOC100698106,LOC100694565	LG18:14012891-14022731
LOC102076144	UNK523:29899-31416
LOC100702921	LG11:2406893-2411073
LOC102080647	UNK36:810291-814564
LOC100692429	LG7:22960261-22968357
LOC100690996	LG11:13604251-13614609
LOC100692295,LOC100692024	LG18:3099344-3110353
LOC100706189	UNK2123:0-3010
LOC102079887	LG17:9249425-9255747
LOC100707308	LG7:36355168-36378407
LOC102077658	UNK21:1773442-1787940
LOC100690021	LG12:17946815-18010749
LOC100691598	LG9:12865271-12872525
LOC100710437	UNK28:790492-795776
LOC100696824	LG19:1506163-1541234
LOC100693407	UNK1123:304-6602
LOC100703002	LG16_21:5230583-5231871
LOC102079160	LG10:12259026-12263754
LOC100704630	UNK8:2232299-2246703
LOC100691531	LG12:29631986-29728726
LOC100696453,LOC100696187	LG19:22203604-22223804
LOC100691856	LG3:8031009-8081254
LOC102078770	LG20:2639435-2642508
LOC102078111	UNK198:246865-275863
LOC102076092	LG5:20306934-20311253
LOC102083313	LG3:7401266-7403030
LOC102078691	UNK47:469786-488883
LOC100694787	LG10:7505703-7623411
plg,LOC100699699	LG15:13385367-13405460
LOC100702420	LG20:10583150-10590326
LOC102078300,LOC100711461,LOC100694764	LG16_21:29141128-29159484
LOC100698956	LG11:18509596-18530101
LOC100704424	LG15:3724647-3741563
LOC100692613	LG13:27830762-27835355
LOC100698301,LOC102079372	LG4:16395080-16490656
LOC100697995	LG19:17848012-17873472
LOC102077219	LG8_24:19865014-19866470
LOC100696237	UNK160:300756-304803
ap1b1	LG12:16253362-16281726
LOC100696929	LG9:390112-423571
LOC100691326,LOC100691058	LG20:8738790-8755074
LOC100701673	LG1:16622999-16714056
LOC100711459	LG19:8930079-8940464
LOC102080388	UNK4842:337-1181
LOC100693261	LG14:28429992-28436346
LOC102076389	LG18:2468785-2479769
LOC100712521	UNK361:31806-37024
LOC100700917	LG5:25072351-25080163
LOC100707558,LOC100693545	LG14:16307573-16333736
LOC100691111	LG15:13883126-13886918
LOC102082416	LG11:25519335-25521870
LOC100704363	LG16_21:12115419-12122212
LOC100698792	UNK41:776542-791888
LOC102078686	LG13:18186954-18197225
LOC102075759	LG11:21068170-21083751
LOC102081268	UNK547:39267-40382
ap1m1	LG18:17958631-17976007
LOC102079104	LG6:28736528-28749933
LOC100699719	LG20:9985258-9989336
LOC102082783	UNK263:223577-225188
LOC100696793	LG2:18255585-18261200
LOC100704013	UNK25:1378311-1412576
tlk1	LG16_21:16224996-16240131
LOC100702372	LG3:13373800-13377601
LOC100705903	UNK103:249533-252258
LOC100701088	LG2:17552590-17553638
LOC102079167	UNK24:1351228-1352910
LOC100710893	LG1:3911831-3913814
LOC102080259	UNK20:1453460-1454474
LOC100693870	LG12:9652299-9654338
LOC100712137	LG10:13201205-13207420
LOC100699946	UNK9:645675-657500
LOC100709509	LG19:13190292-13245628
LOC100710513	LG6:24479556-24496135
LOC102075559	UNK184:214983-228517
LOC102076368	LG22:17941084-17942001
LOC102075891	LG14:14806293-14817617
LOC100692968	LG19:9931832-9938265
LOC102082840	UNK321:174822-184264
LOC102076451	UNK994:103-1714
LOC100691186	LG15:859784-868172
LOC100695384,LOC100693958,LOC100695118	LG9:5802341-5881882
LOC102076473	LG18:16408908-16410191
LOC100696727	LG17:12657425-12678345
LOC100697127	LG13:13575221-13583692
LOC102081295	UNK1421:2615-5374
LOC100703527	LG20:26899003-26915899
LOC100704161	LG22:2691145-2700044
LOC102079077	UNK104:472636-475316
LOC102079008	UNK104:412843-415856
csgalnact2,LOC100701804	LG13:12004376-12017970
LOC102083003	UNK145:85151-88607
LOC100711675	LG23:8680465-8734066
LOC100709467	LG15:16820795-16823896
LOC100692150	LG4:15891555-15896335
LOC102076582	UNK3138:6-1771
cdc40	LG15:15562078-15579263
LOC100691878	LG14:10171186-10176659
LOC102079735	LG4:27730097-27734179
LOC100699653	LG20:28732312-28742456
LOC100706930	LG17:14213580-14223380
LOC100699436	UNK83:59902-72070
LOC100707988	LG20:2999105-3107729
LOC102077639	UNK59:23348-38347
LOC100701233	LG19:25647752-25654082
LOC100693806	LG14:16337932-16343236
LOC100697861	LG4:26029506-26050318
LOC100708438	LG5:26332154-26342450
LOC100707474	LG13:19625042-19641372
LOC100706427	UNK50:388404-396329
LOC102077862,er-b2,syne2	LG19:22823282-22925110
LOC100692577	LG12:2618778-2631154
LOC102081051	UNK181:157928-172433
scyl3	LG23:17850792-17860220
LOC100691741	LG22:7366217-7368775
LOC100708402	LG22:26029598-26037843
LOC100694525	LG17:17035569-17054440
LOC100690746	LG5:26328174-26330217
LOC100706983	UNK388:25765-26898
LOC102082213	UNK34:230831-246100
LOC100702328,tshz2	LG20:5977879-6085911
LOC102078586	UNK178:268441-274843
LOC100709957	LG4:16577141-16584295
LOC100694722	LG6:35319693-35332968
LOC100711441	UNK237:96633-113402
smarca5	LG6:10463661-10472251
LOC100709039	LG23:13832165-13853811
LOC100709642	UNK40:1110397-1113470
LOC100700466	LG2:13865789-13871193
LOC102077824	LG12:20103964-20118353
LOC102060416	UNK127:496801-509611
LOC100695906	LG5:18509935-18519280
LOC100708389	LG7:27118732-27288087
LOC102082372	UNK214:108465-123517
LOC100689954	UNK16:1778435-1966446
LOC100711281	LG4:16238995-16244750
LOC100711343	LG16_21:806557-812170
LOC100706920	LG16_21:18931786-18939357
LOC102082444	UNK5:2111493-2116660
LOC102082059	LG14:15745473-15771146
LOC100699836	LG10:12265843-12269991
LOC100706275	LG2:13615315-13625820
LOC102079364	UNK736:1196-16669
LOC100707151	LG20:12026944-12031715
LOC102082196	UNK4186:6-1141
LOC100698987,LOC102081911	UNK146:394247-422779
LOC102077525	LG2:18529591-18609072
LOC100710247	LG18:19895474-19899612
LOC100708106	UNK11:1857360-1995507
LOC102083078	UNK34:816062-824005
LOC100704679,LOC100704412	LG16_21:31150567-31168177
LOC100693074	LG4:12492559-12496871
LOC102083147	LG18:10737609-10742872
LOC102075525	LG2:18431754-18436018
LOC100700121	LG6:14521902-14528235
LOC100709233	LG5:19651272-19655250
LOC100707654	LG6:4983705-5055680
LOC102076565	UNK29:833331-840879
LOC100694601	LG15:1532499-1541751
LOC100712011	LG16_21:20146577-20252782
LOC100705215	LG16_21:31206552-31225974
LOC100707612	LG22:12237140-12252206
LOC100696357	LG19:17413867-17418301
LOC100694511	LG2:3092788-3206711
LOC100701618,LOC100701893	LG15:23325769-23332625
LOC100706465	LG22:20262472-20280708
LOC100696054,LOC102077968	LG8_24:6500465-6663969
LOC100702156	LG9:17650693-17656284
LOC102076105	LG20:7619485-7622435
LOC100705849	LG20:27586497-27606492
btaf1	UNK81:98808-117606
LOC100696940	UNK122:73623-75984
LOC100710447	UNK105:387735-418964
LOC100699286	LG22:13613361-13674233
LOC100697105	LG10:3567109-3570350
LOC100708547	LG23:9390246-9402414
LOC100697263	LG17:12547760-12549976
LOC102082929	LG15:869994-891597
LOC102079228	UNK57:729875-736047
LOC100711541	LG23:19508095-19516439
LOC102079119,pcdh12	LG2:1375721-1393440
LOC100703891	LG22:2687450-2689976
LOC102080474	LG20:28950179-28954503
LOC100702271	UNK3:3355627-3374385
LOC100698835	LG1:14933050-14987363
LOC100708013	LG6:25781068-25786436
LOC100697802	LG17:6778289-6789603
mst1r	LG5:9707135-9726908
pdia4	LG9:8135247-8139054
epha6,LOC102079191	LG16_21:20848146-21025523
LOC100706753	LG22:21358069-21361729
LOC100693567	LG17:9501991-9503504
LOC100704647	LG13:6522266-6539212
polh	LG13:21799075-21803920
LOC100700346	UNK4450:169-1220
LOC102077962	UNK53:853858-855426
LOC100710353	UNK39:524652-527609
LOC100705985	UNK178:299477-302120
LOC102080038	LG1:27552159-27553820
LOC102081464	UNK309:27364-29944
LOC100701311	LG14:20537591-20556909
LOC100704311	LG8_24:8967078-8970473
LOC100697657	UNK427:6523-9893
LOC100704720	LG11:7774180-7777728
LOC100700753	LG11:21413353-21416392
LOC100697504	LG4:6818382-6822731
LOC100694449	LG18:2413776-2446350
LOC100710885	LG6:34734094-34749352
LOC102075739	LG1:25856794-25861391
LOC100690253	LG9:12539987-12551499
LOC100706230	UNK12:521320-529599
LOC100711853	LG11:19982323-20066556
LOC102083128	UNK49:924424-925763
LOC100704414	LG22:12670635-12682423
LOC100703360	LG12:22718657-22720683
LOC100692946	UNK211:204973-208244
LOC100704049	UNK2038:256-3118
LOC100695706	UNK96:335690-337400
LOC102076619	LG8_24:14783501-14784282
LOC100710179	UNK34:945398-948875
LOC100695310	LG20:20572468-20590263
LOC102081586	UNK681:12596-14114
LOC102080550	LG3:16745861-16747695
LOC100708975	LG15:2705810-2721137
LOC100703605	LG22:12780854-12786250
LOC100702557	LG12:23064201-23067427
LOC100692360	LG14:4536337-4544937
LOC100699938	LG3:13212120-13216369
LOC102082731	UNK6:1754586-1758875
LOC100711906,LOC102077707	LG13:14468842-14867808
LOC102081385	UNK3461:7-1607
LOC100709002	LG16_21:27578221-27588825
plxnd1	LG20:12799816-12872060
LOC102082019	LG7:34991644-34993730
LOC100692503	LG8_24:10811670-10821786
LOC100708696	LG2:7121435-7130566
LOC100694090	LG5:28336156-28346350
LOC102077556,LOC102077087,LOC102077250	UNK414:27531-57111
LOC100694501	LG7:19225447-19247683
LOC100710377	UNK358:18587-95552
LOC100698577,LOC100700369	LG12:8097208-8105513
LOC100690201	LG5:20455847-20481328
LOC100712548	LG10:9657899-9661105
LOC102079127	LG22:1643456-1661988
ggt7	LG20:15100519-15111624
LOC100693520	LG2:12270256-12276211
LOC102076406	UNK26:23244-26288
LOC102078360	UNK399:89436-94097
LOC100701414	LG14:4022901-4062258
LOC102079684	LG7:822697-830201
LOC100706109	LG4:6380281-6383165
LOC100693737	UNK41:1057916-1071988
LOC102081560	UNK2:3157438-3158118
LOC102075834	UNK124:279496-283575
LOC102080146	UNK14:785204-799663
LOC100699299	LG10:8772540-8787898
LOC100692106	LG12:24738507-24755391
LOC102077835	UNK63:885849-913588
LOC100699320	LG16_21:13537400-13603722
LOC102082063	LG12:12641745-12760103
LOC100705219	LG22:12691505-12701002
LOC100693154	LG9:6434320-6451450
LOC100699262,LOC102079241	UNK597:41270-52028
LOC102079419	UNK96:634556-660341
LOC100705827	LG23:14102367-14104576
LOC100711944	LG11:15665904-15686945
LOC102078853	LG16_21:28180122-28184200
LOC100692907	LG13:21516293-21518254
LOC100707651	LG10:14705970-14722784
LOC100696335	LG5:15536829-15566857
LOC100709003	LG6:5321979-5354225
LOC100697919	UNK268:77796-98053
LOC102082016	UNK6:1762440-1763268
LOC100706583	LG11:6355481-6364317
LOC100704886	LG8_24:27281743-27298217
LOC102078343,LOC100700024,LOC100700295	UNK6:2386469-2427066
LOC100693746	UNK112:129900-133241
LOC102081704	LG12:7714929-7715888
LOC102075790	LG11:23964654-23973279
LOC102082796	LG7:465670-468344
LOC102078321	LG18:17078691-17080811
LOC100700886	LG23:11472913-11479204
LOC100698295	UNK1:7071477-7080278
LOC100694628,LOC100694889	LG16_21:12964300-12988918
frmd6	LG19:9608787-9635708
trpv4	LG12:15677665-15690875
LOC100695569	LG7:47299803-47310372
LOC100705127	LG15:21875294-21880248
LOC100691017	LG11:21477433-21480402
LOC100704598,LOC100705579	LG5:10932008-10939653
LOC100708174	LG17:12216863-12222744
LOC100697468	UNK75:328974-396778
LOC102079159,LOC100711198	LG10:10645691-10661100
LOC102077259	UNK4:2563123-2572892
LOC100707921	LG16_21:13072176-13080014
LOC102079699	LG11:20303676-20349012
cdh12	LG9:19262270-19362199
LOC100690842	LG22:23912963-23922354
LOC100711122	LG8_24:27247366-27260120
LOC100704994	LG20:16534219-16565860
LOC100702945	UNK79:344411-355527
LOC100704496	LG7:41813870-41818802
LOC102078872	UNK47:985088-985872
LOC102078744	UNK592:3998-6524
LOC100697174	LG17:18062899-18089361
LOC100699912	LG1:14817786-14824725
LOC100690193	LG16_21:20451061-20462030
LOC100690270	LG4:16021618-16024260
tubgcp4,LOC100711153,LOC100711423	UNK50:765750-802781
LOC100693644	LG14:23394789-23396585
LOC102079545	UNK270:176229-184455
LOC102076066	LG3:4039510-4045260
LOC100703828	LG12:16213070-16221327
LOC100695216	LG4:11907183-11932841
LOC100708188	LG17:19316906-19318655
pxk	LG5:22653821-22682908
prex1	LG20:22733845-22812875
LOC100700689	UNK83:3012-4646
